Id,Title,Keywords,Field_Auto,Cluster,Link
82,Toward countering muscle and bone loss with spaceflight: GSK3 as a potential target,"['open new tab', 'new tab', 'open new', 'new', 'open', 'tab']",Genomics & Omics Data (GeneLab),4,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10285634/
83,Spaceflight increases sarcoplasmic reticulum Ca2+ leak and this cannot be counteracted with BuOE treatment,"['attenuate muscle', 'sarcoplasmic reticulum sr', 'ca uptake ability', 'time microgravity environment', 'future work', 'porphyrin mntnbuoe pyp', 'male mice housed', 'purpose', 'received']",Animal Physiology & Spaceflight Stress,3,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11271499/
84,Cardiovascular progenitor cells cultured aboard the International Space Station exhibit altered developmental and functional properties,"['genes related mechanotransduction', 'cardiovascular progenitor cells', 'changes microrna expression', 'ligands wnt5a wnt9a', 'vwf', 'form endothelial like', 'matrix interactions', 'neonatal adult human', 'additionally assessed']",Cell Biology & Microgravity Effects,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6062551/
85,Inter-agency perspective: Translating advances in biomarker discovery and medical countermeasures development between terrestrial and space radiation environments,"['radiation medical countermeasures', 'supported national cancer', 'strides establishing research', 'astronauts keywords space', 'findings overlapping research', 'cancer biomarkers', 'establishing research funding', 'nci', 'different undeniably']",Cell Biology & Microgravity Effects,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9832585/
86,Genomic and functional characterization of Enterococcus faecalis isolates recovered from the International Space Station and their potential for pathogenicity,"['pangenome antibiotic resistance', 'organism caenorhabditis elegans', 'strains evaluated core', 'model organism', 'weeks desiccation 30', 'hospital acquired infections', 'assess potential impact', 'astronaut', 'database information', 'analyses carried']",Genomics & Omics Data (GeneLab),4,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7829349/
87,Evaluation of in vitro macrophage differentiation during space flight.,"['cells expressed cd11b', 'marrow cells keywords', 'colony stimulating factors', '14 days flight', 'keywords gene expression', 'pattern advanced', 'space shuttle space', 'data confirm']",Cell Biology & Microgravity Effects,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3570223/
88,Identification of critical host mitochondrion-associated genes during Ehrlichia chaffeensis infections,"['uck2 gene indicates', 'permissive nonpermissive conditions', 'proteins mitochondrial functions', 'pcr confirmed bacterial', 'nup37 dumpy dp', 'cyclopentenyl cytosine', 'melanogaster fly lines', 'reverse transcription pcr', 'ehrlichia chaffeensis']",Cell Biology & Microgravity Effects,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3457586/
89,Ehrlichia chaffeensis replication sites in adult Drosophila melanogaster.,"['gal4 flies uck2', 'severe infections', 'identified host genes', 'mammals keywords hemocytes', 'ehrlichia chaffeensis gram', 'chaffeensis replicates monocytes', 'uridine cytidine kinase', 'causes tick borne', 'fat body chaffeensis', 'impact fly']",Cell Biology & Microgravity Effects,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3558598/
90,Development and characterization of two porcine monocyte-derived macrophage cell lines.,"['inhibiting viral replication', 'pro inflammatory cytokines', 'compounds tetrandrine berbamine', 'linked immunosorbent assay', 'keywords african swine', 'findings support', 'supplementary material available', '02374 keywords', 'methods']",Bone & Marrow Loss in Mice,5,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11046949/
91,Understanding macrophage differentiation during space flight: The importance of ground-based experiments before space flight,"['bioreactor macrophage recovery', 'vertical horizontal orientations', 'differentiation bone marrow', 'markers varied depending', 'space flight data', 'keywords cell differentiation', 'cell cult', 'outcomes']",Cell Biology & Microgravity Effects,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3890248/
92,Bone marrow leptin signaling mediates obesity-associated adipose tissue inflammation in male mice.,"['obesity associated inflammation', 'bone marrow wt', 'c57bl 6j mice', 'cell function activation', 'receptor deficient db', 'body weight', 'db db']",Bone & Marrow Loss in Mice,5,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3868799/
93,Establishment and characterization of DB-1: a leptin receptor-deficient murine macrophage cell line,"['characterization macrophage cell', 'leptin receptor deficient', 'mice bone marrow', 'affect immune responses', 'signal transduction pathways', 'adipokine exemplifies interplay', 'line created using', 'major nutritional status', 'limiting dilution cloning']",Bone & Marrow Loss in Mice,5,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4960141/
94,Validation of methods to assess the immunoglobulin gene repertoire in tissues obtained from mice on the International Space Station.,"['assess antibody repertoires', 'compared illumina miseq', 'affect immune cell', 'generation sequencing bioinformatic', 'limitations international space', 'methods normal c57bl', 'sample collection', 'information ig', 'bias outcome']",Cell Biology & Microgravity Effects,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5736159/
95,Characterization of the naive murine antibody repertoire using unamplified high-throughput sequencing,"['unimmunized antibody repertoire', 'skewing gene segments', '000 heavy chain', 'repertoire c57bl6', 'high throughput sequencing', 'usage individual gene', '6j mice using', 'acid sequences', '135']",Bone & Marrow Loss in Mice,5,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5761896/
96,Effects of spaceflight on the immunoglobulin repertoire of unimmunized C57BL/6 mice,"['adaptive immune response', 'known immunoglobulins ig', 'gene segment usage', 'spaceflight affects cell', 'neutralize pathogens', 'high throughput sequencing', 'segment usage similar', 'test hypothesis characterized']",Cell Biology & Microgravity Effects,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5826609/
97,A comparison of unamplified and massively multiplexed PCR amplification for murine antibody repertoire sequencing.,"['mrna cdna synthesis', 'sequencing immunoglobulin genes', 'high throughput sequencing', 'amplification massively multiplexed', 'create data set', 'studies lab compared', 'keywords high throughput', 'methods']",Cell Biology & Microgravity Effects,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6366624/
98,Effects of skeletal unloading on the antibody repertoire of tetanus toxoid and/or CpG treated C57BL/6J mice.,"['gene therapy adeno', 'biodistribution profiling showed', 'plasma fviii activity', 'studies demonstrate good', 'decrease blood loss', 'keywords hemophilia gene', 'associated virus', 'c57bl 6j mice', 'viii', '10 12 tak']",Bone & Marrow Loss in Mice,5,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11929063/
99,Effects of skeletal unloading on the bone marrow antibody repertoire of tetanus toxoid and/or CpG treated C57BL/6J mice.,"['gene therapy adeno', 'biodistribution profiling showed', 'plasma fviii activity', 'studies demonstrate good', 'decrease blood loss', 'keywords hemophilia gene', 'associated virus', 'c57bl 6j mice', 'viii', '10 12 tak']",Bone & Marrow Loss in Mice,5,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11929063/
100,An Analysis of the Effects of Spaceflight and Vaccination on Antibody Repertoire Diversity,"['analyzed ab repertoire', 'multiple experiments', 'fight pathogens cdr3', 'gene segment trimming', 'indices measures diversity', 'bone marrow bone', 'analyzed using', 'ab ag', 'datasets experiments']",Bone & Marrow Loss in Mice,5,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10996920/
101,Effects of spaceflight aboard the International Space Station on mouse estrous cycle and ovarian gene expression,"['animals phase estrous', 'cardiovascular reproductive systems', 'function differentially expressed', 'understanding spaceflight experiments', 'physiology developmental biology', 'steroid analyses', 'control mice exhibited', 'tissue collection', 'did appreciably differ', 'fertile subject terms']",Animal Physiology & Spaceflight Stress,3,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7954810/
102,Effect of spaceflight on Pseudomonas aeruginosa final cell density is modulated by nutrient and oxygen availability.,"['microgravity pseudomonas aeruginosa', 'spaceflight affects bacterial', 'growth physiology keywords', 'affect microbes', 'final cell densities', 'nutrient limitations', 'findings highlight need', 'characteristics including', 'methods experimental conditions']",Cell Biology & Microgravity Effects,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4228280/
103,Spaceflight promotes biofilm formation by Pseudomonas aeruginosa.,"['spaceflight microbial communities', 'spaceflight findings represent', 'increase biofilms', 'space shuttle atlantis', 'flagella driven motility', 'number viable cells', 'health safety hazards', 'remain unclear', 'behaviors']",Microbiome & Life in Space,6,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3639165/
104,GeneLab: Omics database for spaceflight experiments,"['open new tab', 'new tab', 'open new', 'new', 'open', 'tab']",Genomics & Omics Data (GeneLab),4,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8044432/
105,NASA GeneLab: Interfaces for the exploration of space omics data,"['spaceflight data repository', 'components genelab platform', 'transcriptomic proteomic metabolomic', 'develop new hypotheses', 'api', 'maximizing utilization large', 'provide access', 'outreach efforts', 'approach review']",Genomics & Omics Data (GeneLab),4,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7778922/
106,Comprehensive multi-omics analysis reveals mitochondrial stress as a central biological hub for spaceflight impact,"['correspondence afshin beheshti', 'beheshti nasa gov', 'beheshti nasa', 'correspondence afshin', 'afshin beheshti', 'nasa gov', 'afshin', 'gov', 'nasa', 'correspondence']",Unclassified,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7870178/
107,A New Era for Space Life Science: International Standards for Space Omics Processing,[],Unclassified,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7733874/
108,Knowledge Network Embedding of Transcriptomic Data from Spaceflown Mice Uncovers Signs and Symptoms Associated with Terrestrial Diseases,"['scalable precision medicine', 'spaceflight studies data', 'transcriptomic data studies', 'identification biological changes', 'impact astronaut', 'spaceflight keywords spaceflight', 'open source repository', 'clinical data', 'human diseases', 'studies integration identified']",Cell Biology & Microgravity Effects,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7828077/
109,NASA GeneLab RNA-Seq Consensus Pipeline: Standardized Processing of Short-Read RNA-Seq Data,"['open new tab', 'new tab', 'open new', 'new', 'open', 'tab']",Genomics & Omics Data (GeneLab),4,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8044432/
110,Spatially resolved multiomics on the neuronal effects induced by spaceflight in mice,"['future spaceflight studies', 'spatial multiomics approach', 'central nervous cns', 'oxidative stress', 'science data repository', 'aeronautics space administration', 'animals']",Microbiome & Life in Space,6,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166911/
111,Biological horizons: pioneering open science in the cosmos,[],Unclassified,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11167097/
112,Inspiration4 data access through the NASA Open Science Data Repository,"['i4 mission amassed', 'assays facilitating comprehensive', 'studies crucially community', 'access biological studies', 'human physiology', 'health risk mitigation', 'machine learning glean', 'human health', 'data standards', 'intelligence machine learning']",Microbiome & Life in Space,6,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11094041/
113,NASA GeneLab derived microarray studies of Mus musculus and Homo sapiens organisms in altered gravitational conditions.,"['differentially expressed musculoskeletal', 'microgravity spaceflight conditions', 'datasets microarray studies', 'validate mechanisms taking', 'human physiology', 'nervous systems', 'science data repository', 'availability human samples', 'subject terms databases']",Cell Biology & Microgravity Effects,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11053165/
114,Celebrating 30 years of access to NASA space life sciences data,"['life space data', 'anniversary data access', 'safely explore cosmos', 'various data repositories', 'open science', '10 year anniversary', 'keywords space biology', 'life sciences', 'data access']",Microbiome & Life in Space,6,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11403809/
115,Dichotomous effects on lymphatic transport with loss of caveolae in mice.,"['macromolecule transport lymphatics', 'function studies identify', 'tissue homeostasis', 'cav1 flox flox', 'functions keywords caveolin', 'does lack caveolae', 'studies identified', 'does']",Animal Physiology & Spaceflight Stress,3,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8513672/
